Year,Category,Nominee,Additional Info,Won?
1935,ACTOR,Charles Laughton,"Mutiny on the Bounty {Captain Bligh""} [came in 3rd]""",NO
1935,ACTOR,Clark Gable,"Mutiny on the Bounty {Fletcher Christian""}""",NO
1935,ACTRESS,Elisabeth Bergner,"Escape Me Never {Gemma Jones""} [came in 3rd]""",NO
1935,ACTRESS,Miriam Hopkins,"Becky Sharp {Becky Sharp""}""",NO
1935,ACTRESS,Merle Oberon,"The Dark Angel {Kitty Vane""}""",NO
1935,ACTRESS,Katharine Hepburn,"Alice Adams {Alice Adams""} [came in 2nd]""",NO
1935,ACTRESS,Bette Davis,"Dangerous {Joyce Heath""}""",YES
1935,ACTRESS,Claudette Colbert,"Private Worlds {Jane Everest""}""",NO
1935,ART DIRECTION,The Dark Angel,Richard Day,YES
1935,ART DIRECTION,The Lives of a Bengal Lancer,"Hans Dreier, Roland Anderson [came in 3rd]",NO
1935,ART DIRECTION,Top Hat,"Van Nest Polglase, Carroll Clark [came in 2nd]",NO
1935,ASSISTANT DIRECTOR,Les Miserables,Eric Stacey,NO
1935,ASSISTANT DIRECTOR,The Lives of a Bengal Lancer,"Clem Beauchamp, Paul Wing",YES
1935,ASSISTANT DIRECTOR,David Copperfield,Joseph Newman [came in 3rd],NO
1935,ASSISTANT DIRECTOR,A Midsummer Night's Dream,Sherry Shourds [came in 2nd],NO
1935,CINEMATOGRAPHY,Barbary Coast,Ray June,NO
1935,CINEMATOGRAPHY,A Midsummer Night's Dream,Hal Mohr,YES
1935,CINEMATOGRAPHY,Les Miserables,Gregg Toland [came in 2nd],NO
1935,CINEMATOGRAPHY,The Crusades,Victor Milner [came in 3rd],NO
1935,DANCE DIRECTION,Busby Berkeley,"Lullaby of Broadway"" and ""The Words Are In My Heart"" numbers from Gold Diggers of 1935 [came in 3rd]""",NO
1935,DANCE DIRECTION,Sammy Lee,"Lovely Lady"" and ""Too Good To Be True"" numbers from King of Burlesque""",NO
1935,DANCE DIRECTION,LeRoy Prinz,"It's the Animal in Me"" number from Big Broadcast of 1936; and ""Viennese Waltz"" number from All the King's Horses""",NO
1935,DANCE DIRECTION,Benjamin Zemach,"Hall of Kings"" number from She""",NO
1935,DANCE DIRECTION,Hermes Pan,"Piccolino"" and ""Top Hat, White Tie, and Tails"" numbers from Top Hat [came in 2nd]""",NO
1935,DANCE DIRECTION,Dave Gould,"I've Got a Feeling You're Fooling"" number from Broadway Melody of 1936; and ""Straw Hat"" number from Folies Bergere""",YES
1935,DANCE DIRECTION,Bobby Connolly,"Latin from Manhattan"" number from Go Into Your Dance; and ""Playboy from Paree"" number from Broadway Hostess""",NO
1935,DIRECTING,Captain Blood,Michael Curtiz [came in 2nd],NO
1935,DIRECTING,The Informer,John Ford,YES
1935,DIRECTING,The Lives of a Bengal Lancer,Henry Hathaway [came in 3rd],NO
1935,DIRECTING,Mutiny on the Bounty,Frank Lloyd,NO
1935,FILM EDITING,The Informer,George Hively [came in 3rd],NO
1935,FILM EDITING,Les Miserables,Barbara McLean,NO
1935,FILM EDITING,A Midsummer Night's Dream,Ralph Dawson,YES
1935,FILM EDITING,The Lives of a Bengal Lancer,Ellsworth Hoagland,NO
1935,FILM EDITING,Mutiny on the Bounty,Margaret Booth [came in 2nd],NO
1935,FILM EDITING,David Copperfield,Robert J. Kern,NO
1935,MUSIC (Scoring),Captain Blood,"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold) [came in 3rd]",NO
1935,MUSIC (Scoring),Mutiny on the Bounty,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart) [came in 2nd]",NO
1935,MUSIC (Scoring),Peter Ibbetson,"Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)",NO
1935,MUSIC (Scoring),The Informer,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)",YES
1935,MUSIC (Song),"Cheek to Cheek"" from Top Hat""",Music and Lyrics by Irving Berlin [came in 2nd],NO
1935,MUSIC (Song),"Lullaby of Broadway"" from Gold Diggers of 1935""",Music by Harry Warren; Lyrics by Al Dubin,YES
1935,MUSIC (Song),"Lovely to Look At"" from Roberta""",Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [came in 3rd],NO
1935,OUTSTANDING PRODUCTION,Naughty Marietta,Metro-Goldwyn-Mayer,NO
1935,OUTSTANDING PRODUCTION,David Copperfield,Metro-Goldwyn-Mayer,NO
1935,OUTSTANDING PRODUCTION,Alice Adams,RKO Radio,NO
1935,OUTSTANDING PRODUCTION,A Midsummer Night's Dream,Warner Bros.,NO
1935,OUTSTANDING PRODUCTION,The Lives of a Bengal Lancer,Paramount,NO
1935,OUTSTANDING PRODUCTION,Top Hat,RKO Radio,NO
1935,OUTSTANDING PRODUCTION,Captain Blood,Cosmopolitan [came in 3rd],NO
1935,OUTSTANDING PRODUCTION,Les Miserables,20th Century,NO
1935,OUTSTANDING PRODUCTION,Ruggles of Red Gap,Paramount,NO
1935,OUTSTANDING PRODUCTION,Broadway Melody of 1936,Metro-Goldwyn-Mayer,NO
1935,OUTSTANDING PRODUCTION,Mutiny on the Bounty,Metro-Goldwyn-Mayer,YES
1935,OUTSTANDING PRODUCTION,The Informer,RKO Radio [came in 2nd],NO
1935,SHORT SUBJECT (Cartoon),The Calico Dragon,Harman-Ising [came in 3rd],NO
1935,SHORT SUBJECT (Cartoon),Who Killed Cock Robin?,"Walt Disney, Producer [came in 2nd]",NO
1935,SHORT SUBJECT (Cartoon),Three Orphan Kittens,"Walt Disney, Producer",YES
1935,SHORT SUBJECT (Comedy),How To Sleep,"Jack Chertok, Producer",YES
1935,SHORT SUBJECT (Comedy),Tit for Tat,"Hal Roach, Producer [came in 3rd]",NO
1935,SHORT SUBJECT (Comedy),"Oh, My Nerves","Jules White, Producer [came in 2nd]",NO
1935,SHORT SUBJECT (Novelty),Camera Thrills,Universal [tied for 2nd],NO
1935,SHORT SUBJECT (Novelty),Audioscopiks,"Pete Smith, Producer [tied for 2nd]",NO
1935,SHORT SUBJECT (Novelty),Wings over Mt. Everest,Gaumont British and Skibo Productions,YES
1935,SOUND RECORDING,I Dream Too Much,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",NO
1935,SOUND RECORDING,"$1,000 a Minute",Republic Studio Sound Department,NO
1935,SOUND RECORDING,Love Me Forever,"Columbia Studio Sound Department, John Livadary, Sound Director",NO
1935,SOUND RECORDING,The Dark Angel,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",NO
1935,SOUND RECORDING,The Lives of a Bengal Lancer,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [came in 3rd]",NO
1935,SOUND RECORDING,Thanks a Million,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",NO
1935,SOUND RECORDING,Naughty Marietta,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",YES
1935,SOUND RECORDING,Bride of Frankenstein,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",NO
1935,SOUND RECORDING,Captain Blood,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]",NO
1935,WRITING (Original Story),The Gay Deception,"Don Hartman, Stephen Avery",NO
1935,WRITING (Original Story),G-Men,Gregory Rogers [came in 2nd],NO
1935,WRITING (Original Story),The Scoundrel,"Ben Hecht, Charles MacArthur",YES
1935,WRITING (Original Story),Broadway Melody of 1936,Moss Hart [came in 3rd],NO
1935,WRITING (Screenplay),The Lives of a Bengal Lancer,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt",NO
1935,WRITING (Screenplay),Mutiny on the Bounty,"Talbot Jennings, Jules Furthman, Carey Wilson [came in 2nd]",NO
1935,WRITING (Screenplay),The Informer,Dudley Nichols,YES
1935,WRITING (Screenplay),Captain Blood,Casey Robinson [came in 3rd],NO
1936,ACTOR,Gary Cooper,"Mr. Deeds Goes to Town {Longfellow Deeds""}""",NO
1936,ACTOR,Walter Huston,"Dodsworth {Sam Dodsworth""}""",NO
1936,ACTOR,Spencer Tracy,"San Francisco {Father Tim Mullen""}""",NO
1936,ACTOR,William Powell,"My Man Godfrey {Godfrey Parks""}""",NO
1936,ACTOR,Paul Muni,"The Story of Louis Pasteur {Louis Pasteur""}""",YES
1936,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,"Romeo and Juliet {Tybalt""}""",NO
1936,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,"Pigskin Parade {Amos Dodd""}""",NO
1936,ACTOR IN A SUPPORTING ROLE,Mischa Auer,"My Man Godfrey {Carlo""}""",NO
1936,ACTOR IN A SUPPORTING ROLE,Walter Brennan,"Come and Get It {Swan Bostrom""}""",YES
1936,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,"The General Died at Dawn {General Yang""}""",NO
1936,ACTRESS,Carole Lombard,"My Man Godfrey {Irene Bullock""}""",NO
1936,ACTRESS,Irene Dunne,"Theodora Goes Wild {Theodora Lynn""}""",NO
1936,ACTRESS,Norma Shearer,"Romeo and Juliet {Juliet""}""",NO
1936,ACTRESS,Luise Rainer,"The Great Ziegfeld {Anna Held""}""",YES
1936,ACTRESS,Gladys George,"Valiant Is the Word for Carrie {Carrie Snyder""}""",NO
1936,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,"Dodsworth {Baroness von Obersdorf""}""",NO
1936,ACTRESS IN A SUPPORTING ROLE,Alice Brady,"My Man Godfrey {Angelica Bullock""}""",NO
1936,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,"These Three {Mary Tilford""}""",NO
1936,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,"The Gorgeous Hussy {Rachel Jackson""}""",NO
1936,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,"Anthony Adverse {Faith Paleologue""}""",YES
1936,ART DIRECTION,Romeo and Juliet,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",NO
1936,ART DIRECTION,The Great Ziegfeld,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",NO
1936,ART DIRECTION,The Magnificent Brute,"Albert S. D'Agostino, Jack Otterson",NO
1936,ART DIRECTION,Winterset,Perry Ferguson,NO
1936,ART DIRECTION,Anthony Adverse,Anton Grot,NO
1936,ART DIRECTION,Lloyds of London,William S. Darling,NO
1936,ART DIRECTION,Dodsworth,Richard Day,YES
1936,ASSISTANT DIRECTOR,The Last of the Mohicans,Clem Beauchamp,NO
1936,ASSISTANT DIRECTOR,Anthony Adverse,William Cannon,NO
1936,ASSISTANT DIRECTOR,The Charge of the Light Brigade,Jack Sullivan,YES
1936,ASSISTANT DIRECTOR,San Francisco,Joseph Newman,NO
1936,ASSISTANT DIRECTOR,The Garden of Allah,Eric G. Stacey,NO
1936,CINEMATOGRAPHY,The General Died at Dawn,Victor Milner,NO
1936,CINEMATOGRAPHY,Anthony Adverse,Gaetano Gaudio,YES
1936,CINEMATOGRAPHY,The Gorgeous Hussy,George Folsey,NO
1936,DANCE DIRECTION,Jack Haskell,"Skating Ensemble"" number from One in a Million""",NO
1936,DANCE DIRECTION,Russell Lewis,"The Finale"" number from Dancing Pirate""",NO
1936,DANCE DIRECTION,Dave Gould,"Swingin' the Jinx"" number from Born To Dance""",NO
1936,DANCE DIRECTION,Hermes Pan,"Bojangles of Harlem"" number from Swing Time""",NO
1936,DANCE DIRECTION,Busby Berkeley,"Love and War"" number from Gold Diggers of 1937""",NO
1936,DANCE DIRECTION,Bobby Connolly,"1000 Love Songs"" number from Cain and Mabel""",NO
1936,DANCE DIRECTION,Seymour Felix,"A Pretty Girl Is Like a Melody"" number from The Great Ziegfeld""",YES
1936,DIRECTING,My Man Godfrey,Gregory La Cava,NO
1936,DIRECTING,Dodsworth,William Wyler,NO
1936,DIRECTING,San Francisco,W. S. Van Dyke,NO
1936,DIRECTING,Mr. Deeds Goes to Town,Frank Capra,YES
1936,DIRECTING,The Great Ziegfeld,Robert Z. Leonard,NO
1936,FILM EDITING,The Great Ziegfeld,William S. Gray,NO
1936,FILM EDITING,A Tale of Two Cities,Conrad A. Nervig,NO
1936,FILM EDITING,Come and Get It,Edward Curtiss,NO
1936,FILM EDITING,Lloyds of London,Barbara McLean,NO
1936,FILM EDITING,Theodora Goes Wild,Otto Meyer,NO
1936,FILM EDITING,Anthony Adverse,Ralph Dawson,YES
1936,MUSIC (Scoring),The Garden of Allah,"Selznick International Pictures Music Department, Max Steiner, head of department (Score by Max Steiner)",NO
1936,MUSIC (Scoring),The General Died at Dawn,"Paramount Studio Music Department, Boris Morros, head of department (Score by Werner Janssen)",NO
1936,MUSIC (Scoring),Anthony Adverse,"Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)",YES
1936,MUSIC (Scoring),The Charge of the Light Brigade,"Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)",NO
1936,MUSIC (Scoring),Winterset,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department (Score by Nathaniel Shilkret)",NO
1936,MUSIC (Song),"A Melody from the Sky"" from Trail of the Lonesome Pine""",Music by Louis Alter; Lyrics by Sidney Mitchell,NO
1936,MUSIC (Song),"When Did You Leave Heaven"" from Sing, Baby, Sing""",Music by Richard A. Whiting; Lyrics by Walter Bullock,NO
1936,MUSIC (Song),"The Way You Look Tonight"" from Swing Time""",Music by Jerome Kern; Lyrics by Dorothy Fields,YES
1936,MUSIC (Song),"Pennies from Heaven"" from Pennies from Heaven""",Music by Arthur Johnston; Lyrics by Johnny Burke,NO
1936,MUSIC (Song),"Did I Remember"" from Suzy""",Music by Walter Donaldson; Lyrics by Harold Adamson,NO
1936,MUSIC (Song),"I've Got You Under My Skin"" from Born To Dance""",Music and Lyrics by Cole Porter,NO
1936,OUTSTANDING PRODUCTION,Three Smart Girls,Universal,NO
1936,OUTSTANDING PRODUCTION,Mr. Deeds Goes to Town,Columbia,NO
1936,OUTSTANDING PRODUCTION,A Tale of Two Cities,Metro-Goldwyn-Mayer,NO
1936,OUTSTANDING PRODUCTION,San Francisco,Metro-Goldwyn-Mayer,NO
1936,OUTSTANDING PRODUCTION,Dodsworth,Samuel Goldwyn Productions,NO
1936,OUTSTANDING PRODUCTION,The Great Ziegfeld,Metro-Goldwyn-Mayer,YES
1936,OUTSTANDING PRODUCTION,The Story of Louis Pasteur,Cosmopolitan,NO
1936,OUTSTANDING PRODUCTION,Anthony Adverse,Warner Bros.,NO
1936,OUTSTANDING PRODUCTION,Romeo and Juliet,Metro-Goldwyn-Mayer,NO
1936,OUTSTANDING PRODUCTION,Libeled Lady,Metro-Goldwyn-Mayer,NO
1936,SHORT SUBJECT (Cartoon),The Country Cousin,"Walt Disney, Producer",YES
1936,SHORT SUBJECT (Cartoon),Old Mill Pond,Harman-Ising,NO
1936,SHORT SUBJECT (Cartoon),Sinbad the Sailor,Paramount,NO
1936,SHORT SUBJECT (Color),Popular Science J-6-2,Paramount,NO
1936,SHORT SUBJECT (Color),La Fiesta de Santa Barbara,"Lewis Lewyn, Producer",NO
1936,SHORT SUBJECT (Color),Give Me Liberty,Warner Bros.,YES
1936,SHORT SUBJECT (One-reel),"Wanted, a Master","Pete Smith, Producer",NO
1936,SHORT SUBJECT (One-reel),Bored of Education,"Hal Roach, Producer",YES
1936,SHORT SUBJECT (One-reel),Moscow Moods,Paramount,NO
1936,SHORT SUBJECT (Two-reel),The Public Pays,Metro-Goldwyn-Mayer,YES
1936,SHORT SUBJECT (Two-reel),Dummy Ache,RKO Radio,NO
1936,SHORT SUBJECT (Two-reel),Double or Nothing,Warner Bros.,NO
1936,SOUND RECORDING,Mr. Deeds Goes to Town,"Columbia Studio Sound Department, John Livadary, Sound Director",NO
1936,SOUND RECORDING,General Spanky,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",NO
1936,SOUND RECORDING,The Texas Rangers,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",NO
1936,SOUND RECORDING,Three Smart Girls,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",NO
1936,SOUND RECORDING,San Francisco,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",YES
1936,SOUND RECORDING,Dodsworth,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",NO
1936,SOUND RECORDING,The Charge of the Light Brigade,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",NO
1936,SOUND RECORDING,Banjo on My Knee,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",NO
1936,SOUND RECORDING,That Girl from Paris,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",NO
1936,WRITING (Original Story),Fury,Norman Krasna,NO
1936,WRITING (Original Story),The Great Ziegfeld,William Anthony McGuire,NO
1936,WRITING (Original Story),San Francisco,Robert Hopkins,NO
1936,WRITING (Original Story),The Story of Louis Pasteur,"Pierre Collings, Sheridan Gibney",YES
1936,WRITING (Original Story),Three Smart Girls,Adele Comandini,NO
1936,WRITING (Screenplay),My Man Godfrey,"Eric Hatch, Morris Ryskind",NO
1936,WRITING (Screenplay),Mr. Deeds Goes to Town,Robert Riskin,NO
1936,WRITING (Screenplay),The Story of Louis Pasteur,"Pierre Collings, Sheridan Gibney",YES
1936,WRITING (Screenplay),After the Thin Man,"Frances Goodrich, Albert Hackett",NO
1936,WRITING (Screenplay),Dodsworth,Sidney Howard,NO
1937,ACTOR,Fredric March,"A Star Is Born {Norman Maine (Alfred Hinkel)""}""",NO
1937,ACTOR,Charles Boyer,"Conquest {Napoleon Bonaparte""}""",NO
1937,ACTOR,Robert Montgomery,"Night Must Fall {Danny""}""",NO
1937,ACTOR,Spencer Tracy,"Captains Courageous {Manuel""}""",YES
1937,ACTOR,Paul Muni,"The Life of Emile Zola {Emile Zola""}""",NO
1937,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,"The Life of Emile Zola {Captain Alfred Dreyfus""}""",YES
1937,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,"The Awful Truth {Daniel Leeson""}""",NO
1937,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,"The Hurricane {Doctor Kersaint""}""",NO
1937,ACTOR IN A SUPPORTING ROLE,H. B. Warner,"Lost Horizon {Chang""}""",NO
1937,ACTOR IN A SUPPORTING ROLE,Roland Young,"Topper {Cosmo Topper""}""",NO
1937,ACTRESS,Greta Garbo,"Camille {Marguerite Gautier (Camille)""}""",NO
1937,ACTRESS,Barbara Stanwyck,"Stella Dallas {Stella Dallas""}""",NO
1937,ACTRESS,Irene Dunne,"The Awful Truth {Lucy Warriner""}""",NO
1937,ACTRESS,Luise Rainer,"The Good Earth {O-lan""}""",YES
1937,ACTRESS,Janet Gaynor,"A Star Is Born {Esther Blodgett/Vicki Lester""}""",NO
1937,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,"Night Must Fall {Mrs. Bramson""}""",NO
1937,ACTRESS IN A SUPPORTING ROLE,Alice Brady,"In Old Chicago {Molly O'Leary""}""",YES
1937,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,"Dead End {Francie""}""",NO
1937,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,"Stella Dallas {Laurel Dallas""}""",NO
1937,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,"Stage Door {Kaye Hamilton""}""",NO
1937,ART DIRECTION,Manhattan Merry-Go-Round,John Victor Mackay,NO
1937,ART DIRECTION,Conquest,"Cedric Gibbons, William Horning",NO
1937,ART DIRECTION,The Prisoner of Zenda,Lyle Wheeler,NO
1937,ART DIRECTION,Walter Wanger's Vogues of 1938,Alexander Toluboff,NO
1937,ART DIRECTION,Every Day's a Holiday,Wiard Ihnen,NO
1937,ART DIRECTION,Souls at Sea,"Hans Dreier, Roland Anderson",NO
1937,ART DIRECTION,The Life of Emile Zola,Anton Grot,NO
1937,ART DIRECTION,Lost Horizon,Stephen Goosson,YES
1937,ART DIRECTION,Dead End,Richard Day,NO
1937,ART DIRECTION,A Damsel in Distress,Carroll Clark,NO
1937,ART DIRECTION,You're a Sweetheart,Jack Otterson,NO
1937,ART DIRECTION,Wee Willie Winkie,"William S. Darling, David Hall",NO
1937,ASSISTANT DIRECTOR,In Old Chicago,Robert Webb,YES
1937,ASSISTANT DIRECTOR,Souls at Sea,Hal Walker,NO
1937,ASSISTANT DIRECTOR,Lost Horizon,"C. C. Coleman, Jr.",NO
1937,ASSISTANT DIRECTOR,A Star Is Born,Eric Stacey,NO
1937,ASSISTANT DIRECTOR,The Life of Emile Zola,Russ Saunders,NO
1937,CINEMATOGRAPHY,Wings over Honolulu,Joseph Valentine,NO
1937,CINEMATOGRAPHY,The Good Earth,Karl Freund,YES
1937,CINEMATOGRAPHY,Dead End,Gregg Toland,NO
1937,DANCE DIRECTION,Busby Berkeley,"The Finale"" number from Varsity Show""",NO
1937,DANCE DIRECTION,Bobby Connolly,"Too Marvelous for Words"" number from Ready, Willing and Able""",NO
1937,DANCE DIRECTION,Dave Gould,"All God's Children Got Rhythm"" number from A Day at the Races""",NO
1937,DANCE DIRECTION,Sammy Lee,"Swing Is Here to Stay"" number from Ali Baba Goes to Town""",NO
1937,DANCE DIRECTION,LeRoy Prinz,"Luau"" number from Waikiki Wedding""",NO
1937,DANCE DIRECTION,Harry Losee,"Prince Igor Suite"" number from Thin Ice""",NO
1937,DANCE DIRECTION,Hermes Pan,"Fun House"" number from A Damsel in Distress""",YES
1937,DIRECTING,The Life of Emile Zola,William Dieterle,NO
1937,DIRECTING,The Awful Truth,Leo McCarey,YES
1937,DIRECTING,Stage Door,Gregory La Cava,NO
1937,DIRECTING,The Good Earth,Sidney Franklin,NO
1937,DIRECTING,A Star Is Born,William Wellman,NO
1937,FILM EDITING,Captains Courageous,Elmo Veron,NO
1937,FILM EDITING,Lost Horizon,"Gene Havlick, Gene Milford",YES
1937,FILM EDITING,The Good Earth,Basil Wrangell,NO
1937,FILM EDITING,One Hundred Men and a Girl,Bernard W. Burton,NO
1937,FILM EDITING,The Awful Truth,Al Clark,NO
1937,IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,,YES
1937,MUSIC (Scoring),Way Out West,"Hal Roach Studio Music Department, Marvin Hatley, head of department (Score by Marvin Hatley)",NO
1937,MUSIC (Scoring),Something to Sing About,"Grand National Studio Music Department, C. Bakaleinikoff, musical director (Score by Victor Schertzinger)",NO
1937,MUSIC (Scoring),The Hurricane,"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department (Score by Alfred Newman)",NO
1937,MUSIC (Scoring),Souls at Sea,"Paramount Studio Music Department, Boris Morros, head of department (Score by W. Franke Harling and Milan Roder)",NO
1937,MUSIC (Scoring),Maytime,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)",NO
1937,MUSIC (Scoring),Make a Wish,"Principal Productions, Dr. Hugo Riesenfeld, musical director (Score by Dr. Hugo Riesenfeld)",NO
1937,MUSIC (Scoring),One Hundred Men and a Girl,"Universal Studio Music Department, Charles Previn, head of department (no composer credit)",YES
1937,MUSIC (Scoring),The Life of Emile Zola,"Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)",NO
1937,MUSIC (Scoring),Snow White and the Seven Dwarfs,"Walt Disney Studio Music Department, Leigh Harline, head of department (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",NO
1937,MUSIC (Scoring),The Prisoner of Zenda,"Selznick International Pictures Music Department, Alfred Newman, musical director (Score by Alfred Newman)",NO
1937,MUSIC (Scoring),Portia on Trial,"Republic Studio Music Department, Alberto Colombo, head of department (Score by Alberto Colombo)",NO
1937,MUSIC (Scoring),Quality Street,"RKO Radio Studio Music Department, Roy Webb, musical director (Score by Roy Webb)",NO
1937,MUSIC (Scoring),In Old Chicago,"20th Century-Fox Studio Music Department, Louis Silvers, head of department (no composer credit)",NO
1937,MUSIC (Scoring),Lost Horizon,"Columbia Studio Music Department, Morris Stoloff, head of department (Score by Dimitri Tiomkin)",NO
1937,MUSIC (Song),"Whispers in the Dark"" from Artists and Models""",Music by Frederick Hollander; Lyrics by Leo Robin,NO
1937,MUSIC (Song),"They Can't Take That Away From Me"" from Shall We Dance""",Music by George Gershwin; Lyrics by Ira Gershwin,NO
